Abacinate, LL
Emulable, L
Emulate, L
Emulation, L
Emulator, L
Emule, F
Emulge, L
Emulgent, L
Emulous, L
Emunctory, L
Emuscation, L
En-, F
-en, AS
-en, AS
Enallage, L
Enarration, L
Enascent, L
Enatation, L
Enate, L
Enavigate, L
Encaustic, L
Encaustic, L
-ence, F
Enceinte, F
Enceinte, F
Encenia, LL
Encense, F
Enchain, F
Enchant, F
Enchantment, F
Enchase, F
Enchiridion, L
Enclave, F
Enclavement, F
Enclitic, Enclitical, L
Enclose, F
Encolure, F
Encore, F
Encoubert, F
Encourage, F
Encratite, L
Encumber, F
-ency, L
Encyclic, Encyclical, L
End, OE
Endeavor, OE
Endive, F
Endless, AS
Endlessness, AS
Endoss, F
Endue, L
Endure, F
Enecate, L
Enema, L
Energumen, L
Energy, F
Enervate, L
Enervate, L
Enervation, L
Enervous, L
Enfilade, F
Enfiled, F
Enform, F
Engage, F
Engender, F
Engine, F
Engineer, OE
Englaimed, OE
Engle, OE
English, AS
Engoul\'82e, F
Engrail, F
Engross, F
Enigma, L
Enjoin, F
Enlumine, F
Enmanch\'82, F
Enmity, OE
Ennui, F
Ennuy\'82, F
Ennuy\'82, F
Ennuy\'82e, F
Enodation, L
Enode, L
Enormity, L
Enormous, L
Enough, OE
Enounce, F
Enrage, F
Enrich, F
En route, F
Ens, L
Ensemble, F
Ensemble, F
Ensiferous, L
Ensiform, L
Ensign, L
Ensilage, F
-ent, F
Entablement, F
Entail, OE
Entail, OE
Entassment, F
Entelechy, L
Entend, F
Enter-, F
Enter, OE
Entermete, F
Entermise, F
Enterotome, F
Enterprise, F
Entertain, F
Entice, OE
Entire, F
Entity, LL
Entortilation, F
Entr'acte, F
Entrails, F
Entrain, F
Entreat, OE
Entr\'82e, F
Entremets, F
Entrep\'93t, F
Entrepreneur, F
Entresol, F
Entry, OE
Enubilate, L
Enucleate, L
Enumerate, L
Enumeration, L
Enunciate, L
Enunciation, L
Enunciative, L
Enunciator, L
Envelop, OE
Envelope; 277, Envelop, F
Envenom, OE
Environ, F
Environ, F
Environs, F
Envisage, F
Envoy, F
Envoy, F
Envy, F
Envy, F
Eolis, L
Eon, \'92on, L
Eos, L
Epact, F
Epagoge, L
Epanadiplosis, L
Epanaphora, L
Epanodos, L
Epanorthosis, L
Epaule, F
Epaulement, F
Epaulet, Epaulette, F
Epenthesis, L
\'90pergne, F
\'90perlan, F
Ephemeris, L
Ephesian, L
Ephippium, L
Ephor, L
Epic, L
Epicede, L
Epicedium, L
Epicene, L
Epichirema, L
Epicure, L
Epicurean, L
Epicycle, L
Epidemic, Epidemical, L
Epidermis, L
Epidictic, Epidictical, L
Epigram, L
Epigrammatic, Epigrammatical, L
Epigrammatist, L
Epilepsy, L
Epileptic, L
Epilogation, LL
Epilogue, F
Epinglette, F
Epiphany, F
Epiphonema, L
Epiphora, L
Epiplexis, L
Epiploce, L
Episcopal, L
Episcopate, L
Episcopicide, L
Epistle, OE
Epistolary, L
Epistolic, Epistolical, L
Epistrophe, L
Epistyle, L
Epitaph, F
Epithalamium, L
Epithem, L
Epithet, L
Epitomator, LL
Epitome, L
Epitrope, L
Epizeuxis, L
Epizo\'94ty, Epizo\'94tic, F
Epoch, LL
Epocha, L
Epode, L
Epopee, Epop</ia, F
Epos, L
Epotation, L
</prouvette, F
Epulary, L
Epulation, L
Epulose, L
Epuration, L
</pure, F
Equability, L
Equable, L
Equal, L
Equality, L
Equanimity, L
Equanimous, L
Equant, L
Equate, L
Equation, L
Equator, L
Equerry, F
Equestrian, L
Equi-, L
Equicrural, L
Equidistant, L
Equiform, L
Equilateral, L
Equilibrate, L
Equilibrity, L
Equilibrium, L
Equine, L
Equinoctial, L
Equinox, OE
Equip, F
Equipage, F
Equiparable, L
Equiparate, L
Equipollent, L
Equipondious, L
Equisetum, L
Equitable, F
Equitant, L
Equitation, L
Equitemporaneous, L
Equites, L
Equity, F
Equivalent, L
Equivocal, L
Equivocate, L
Equivoque, Equivoke, F
Equivorous, L
Equus, L
-er, AS
-er, AS
Era, LL
Eradicate, L
Eradication, L
Erase, L
Erato, L
Ercedeken, OE
Erd, OE
Ere, AS
Erebus, L
Erect, L
Erection, L
Eretation, L
Ereption, L
Ergat, L
Ergo, L
Ergot, F
Ergotism, F
Ericius, L
Eridanus, L
Erinaceous, L
Erinys, L
Erme, OE
Ern, Erne, AS
Erode, L
Erodent, L
Erogate, L
Erogation, L
Eros, L
Erose, L
Erosion, L
Err, F
Errabund, L
Errancy, L
Errand, OE
Errant, F
Errata, L
Erratic, L
Erration, L
Erratum, L
Erroneous, L
Ers, F
Erubescence; 135, Erubescency, L
Erubescent, L
Eruca, L
Eruct, Eructate, L
Eructation, L
Erudiate, L
Erudite, L
Erudition, L
Erugate, L
Erumpent, L
Eruption, L
Erysipelas, L
Erythrean, Erythr\'91an, L
Escalade, F
Escambio, LL
Escapade, F
Escape, OE
Escargatoire, F
Escarp, F
Eschar, L
Escheat, OE
Escort, F
Escribed, L
Esculent, L
Esox, L
Espadon, F
Espalier, F
Esparcet, F
Esperance, F
Espial, OE
Espionage, F
Esplanade, F
Esplees, LL
Esprit, F
-esque, F
Esquimau, F
Esquisse, F
Essay, F
Essay, F
Essence, F
Essorant, F
-est, AS
Establish, OE
Estacade, F
Estafet, Estafette, F
Estatlich, Estatly, OE
Esteem, F
Estiferous, L
Estimable, F
Estimate, L
Estimation, L
Estimator, L
Estrade, F
Estramacon, F
Estrapade, F
Estuary, L
Estuate, L
Estuation, L
Esurient, L
-et, F
\'90tag\'8are, F
\'90tat Major, F
Et cetera, Et c\'91tera, L
Eternal, F
Eternity, F
Etesian, L
Ethel, AS
Ether, L
Ethereous, L
Ethic, Ethical, L
Ethiop, Ethiopian, L
Ethnic, Ethnical, L
Etiolate, F
Etiquette, F
Etnean, L
Etoile, F
Etruscan, L
Etude, F
Etul, F
Etymological, L
Etymology, L
Etymon, L
Eucharist, L
Euchologue, F
Euge, L
Euhemerism, L
Eulogium, LL
Eumenides, L
Eunuch, L
Eunuch, Eunuchate, L
Eunuchism, L
Euphony, L
Euripus, L
European, L
Eurus, L
Eurythmy, L
Euterpe, L
Evacuant, L
Evacuation, L
Evade, L
Evagation, L
Evagination, L
Eval, L
Evanesce, L
Evanescent, L
Evangel, F
Evangelic, L
Evangelist, F
Evangelistary, LL
Evangelize, F
Evangile, F
Evanid, L
Evaporate, L
Evaporate, L
Evaporation, L
Evaporaive, L
Evaporometer, L
Evasion, L
Evection, L
Even, OE
Even, AS
Even, AS
Evene, L
Evening, AS
Evensong, AS
Event, L
Event, F
Eventerate, L
Eventide, AS
Eventilate, L
Eventration, L
Ever, OE
Everich, Everych, OE
Everichon, Everychon, OE
Everse, L
Eversion, L
Evert, L
Every, OE
Everyone, OE
Evestigate, L
Evibrate, L
Evict, L
Eviction, L
Evidence, F
Evident, F
Evigilation, L
Evil, OE
Evince, L
Evirate, L
Eviration, L
Eviscerate, L
Evitable, L
Evitate, L
Evitation, L
Eviternal, L
Evocate, L
Evocation, L
Evocator, L
Evoke, L
Evolatic, Evolatical, L
Evolation, L
Evolute, L
Evolution, L
Evolve, L
Evolvent, L
Evomit, L
Evulgate, L
Evulsion, L
Ewe, AS
Exacerbate, L
Exacerbescence, L
Exacervation, L
Exacinate, L
Exact, L
Exaction, L
Exactor, L
Exacuate, L
Exaggerate, L
Exaggeration, L
Exaggerator, L
Exagitate, L
Exagitation, L
Exalt, L
Exaltate, L
Exaltation, L
Examen, L
Examinant, L
Examinate, L
Examination, L
Examinator, L
Examine, L
Exanimate, L
Exanimation, L
Exanimous, L
Exanthema, L
Exantlate, L
Exarate, L
Exaration, L
Exarch, L
Exarchate, LL
Exasperate, L
Exasperation, L
Exaugurate, L
Exauguration, L
Exauthorate, L
Excalceate, L
Excalfaction, L
Excalfactive, L
Excalfactory, L
Excamb, Excambie, LL
Excambion, Excambium, LL
Excandescence, L
Excandescent, L
Excantation, L
Excarnate, LL
Excarnificate, L
Excavate, L
Excavation, L
Excave, L
Excecate, L
Excedent, L
Exceed, L
Excel, L
Excellence, F
Excellent, F
Excelsior, L
Except, L
Exception, L
Exceptor, L
Excerebration, L
Excern, L
Excerp, L
Excerption, L
Excess, OE
Exchange, OE
Exchequer, OE
Excide, L
Excipient, L
Excision, L
Excitable, L
Excitant, L
Excitate, L
Excitation, L
Excitator, L
Excite, L
Exclaim, L
Exclamation, L
Exclude, L
Exclusion, L
Exclusory, L
Excoct, L
Excoction, L
Excogitate, L
Excogitation, L
Excommunicate, L
Excommunication, L
Eccoriate, L
Excorticate, L
Excreable, L
Excreate, L
Excreation, L
Excrement, L
Excrement, L
Excrescence, F
Excrescent, L
Excreta, L
Excrete, L
Excruciable, L
Excruciate, L
Excruciation, L
Excubation, L
Excubitorium, LL
Exculpate, L
Excur, L
Excurrent, L
Excursion, L
Excursus, L
Excusable, L
Excusation, L
Excusator, L
Excuse, OE
Excuss, L
Excussion, L
Exeat, L
Execrable, L
Execrate, L
Execration, L
Execute, F
Execution, F
Executor, L
Executorial, LL
Executory, LL
Executrix, LL
Exedent, L
Exedra, L
Exemplar, L
Exemplary, L
Exemplify, L
Exempt, F
Exempt, F
Exemption, L
Exenterate, L
Exenteration, LL
Exequatur, L
Exequial, L
Exequy, L
Exercent, L
Exercise, F
Exercitation, L
Exergue, F
Exert, L
Exesion, L
Exestuate, L
Exestuation, L
Exeunt, L
Exfoliate, L
Exhalation, L
Exhale, L
Exhaust, L
Exhaust, L
Exheredate, L
Exheredation, L
Exhereditation, LL
Exhibit, L
Exhibition, L
Exhibitory, L
Exhilarant, L
Exhilarate, L
Exhilaration, L
Exhort, L
Exhortation, L
Exhortative, L
Exhortatory, L
Exhume, LL
Exigence, F
Exigency, LL
Exigent, L
Exiguity, L
Exiguous, L
Exile, OE
Exile, L
Exilition, L
Exility, L
Eximious, L
Exinanite, L
Exist, L
Existent, L
Existimation, L
Exit, L
Exitial, Exitious, L
Exoculate, L
Exode, L
Exogium, L
Exodus, L
Ex officio, L
Exolete, L
Exolution, L
Exolve, L
Exon, F
Exonerate, L
Exoneration, L
Exonerator, L
Exoptable, L
Exoptile, F
Exrable, L
Exorate, L
Exoration, L
Exorbitant, L
Exorbitate, L
Exorcise, L
Exorcism, L
Exor-cist, L
Exordium, L
Exornation, L
Exortive, L
Exosculate, L
Exosstate, L
Exoteric, Exoterical, L
Exotic, L
Expand, L
Expansion, L
Ex parte, L
Expatiate, L
Expatriate, LL
Expect, L
Expectable, L
Expectant, L
Expectation, L
Expectative, F
Expectorant, L
Expectorate, L
Expedient, L
Expeditate, LL
Expedite, L
Expedition, L
Expel, L
Expend, L
Expenitor, LL
Expense, L
Experience, F
Experiment, L
Experimentator, LL
Experrection, L
Expert, F
Expetible, L
Expiate, L
Expiate, L
Expiation, L
Expiator, L
Expiatory, L
Expilation, L
Expilator, L
Expiration, L
Expire, L
Expiscate, L
Explain, L
Explainable, L
Explanate, L
Explanation, L
Explanatory, L
Expletion, L
Expletive, L
Explicable, L
Explicate, L
Explication, L
Explicator, L
Explicit, LL
Explicit, L
Explode, L
Exploit, OE
Exploit, F
Exploitation, F
Explorate, L
Exploration, L
Explorator, L
Exploratory, L
Explore, L
Explosion, L
Expone, OE
Exponent, L
Export, L
Exportation, L
Expose, F
Expos\'82, F
Exposition, L
Expositor, L
Expost facto, &or; Expostfacto, L
Expostulate, L
Expostulation, L
Expound, OE
Express, F
Expression, L
Exprobrate, L
Exprobration, L
Expropriate, L
Expugn, L
Expugnable, L
Expugnation, L
Expulse, F
Expulsion, L
Expunction, L
Expunge, L
Expurgate, L
Expurgation, L
Exquire, L
Exquisite, L
Exsanguious, L
Exscind, L
Exscribe, L
Exscript, L
Exsect, L
Exsert, Exserted, L
Exsiccant, L
Exsiccate, L
Exsiccation, L
Exsiliency, L
Exsolution, L
Exspoliation, L
Exspuition, L
Exsuccous, L
Exsuction, L
Exsufflate, L
Exsuscitate, L
Exsuscitation, L
Extance, L
Extancy, L
Extant, L
Extemporal, L
Extempore, L
Extend, L
Extense, L
Extension, L
Extensive, L
Extensor, L
Extent, L
Extent, L
Extenuate, L
Extenuate, L
Extenuation, L
Exterior, L
Exterminate, L
Exterminator, L
Extermine, F
External, L
Externe, F
Exterraneous, L
Extersion, L
Extill, L
Extimulate, L
Extinct, L
Extinction, L
Extine, L
Extinguish, L
Extirpate, L
Extirpation, L
Extirpator, L
Extispicious, L
Extogenous, L
Extol, L
Extort, L
Extort, L
Extortion, F
Extra-, L
Extract, L
Extradition, L
Extrados, F
Extramundane, L
Extraneous, L
Extraordinary, L
Extravagant, F
Extreme, L
Extremity, L
Extricate, L
Extrinsic, L
Extroitive, L
Extruct, L
Extruction, L
Extructor, L
Extrude, L
Extuberant, L
Extuberate, L
Extuberation, L
Extumescence, L
Exuberance, L
Exuberant, L
Exuberate, L
Exude, L
Exulcerate, L
Exulcerate, L
Exulceration, L
Exulceratory, L
Exult, L
Exultance, Exultancy, L
Exultant, L
Exultation, L
Exundate, L
Exundation, L
Exungulate, L
Exuperable, L
Exuperance, L
Exuperant, L
Exuperate, L
Exurgent, L
Exustion, L
Exuvi\'91, L
Ex-voto, L
Ey, AS
Eyas, F
Eye, OE
Eyelet, F
Fabaceous, L
Fabian, L
Fable, F
Fabliau, F
Fabric, L
Fabricant, F
Fabricate, L
Fabrication, L
Fabricator, L
Fabrile, L
Fabulosity, L
Fabulous, L
Faburden, F
Fa\'87ade, F
Face, F
Facet, F
Facete, L
Faceti\'91, L
Facette, F
Facial, LL
Facient, L
Facies, L
Facile, L
Facility, L
Facinorous, L
Facound, F
Facsimile, L
Fact, L
Faction, L
Factious, L
Factitious, L
Facto, L
Factor, L
Factotum, L
Factum, L
Facture, F
Facul\'91, L
Faculty, F
Facund, L
Facundious, L
Facundity, L
Fade, F
Fade, OE
F\'91ces, L
F\'91cula, L
Fagot, F
Fa\'8bence, F
Fail, F
Faille, F
Fain, OE
Fain\'82ant, F
Faint, OE
Fair, OE
Fair, OE
Fairy, OE
Faith, OE
Falcade, F
Falcate, Falcated, L
Falchion, OE
Falcidian, L
Falciform, L
Falcon, OE
Falconer, OE
Falcongentil, F
Falcula, L
Faldage, LL
Faldfee, AS
Faldistory, LL
Fall, AS
Fallacious, L
Fallacy, OE
Fallax, L
Fallency, LL
Fallible, LL
Fallow, AS
Falsary, L
False, L
False, L
Falsicrimen, L
Falsify, L
Falsity, L
Falter, OE
Faluns, F
Falx, L
Famble, OE
Familiar, OE
Familiarity, OE
Familiary, L
Familistery, F
Family, L
Famine, F
Famish, OE
Famosity, L
Famous, L
Famulate, L
Famulist, L
Fan, AS
Fanal, F
Fanatic, L
Fane, L
Fanfare, F
Fanfaron, F
Fanfaronade, F
Fang, OE
Fanon, F
Fantastic, F
Far, OE
Farce, F
Farce, F
Farctate, L
Farcy, F
Fard, F
Fard, F
Fardage, F
Fare, AS
Fare, AS
Farina, L
Farinaceous, L
Farinose, L
Farlie, OE
Farm, OE
Farmer, F
Farrago, L
Farfand, OE
Farreation, L
Farrow, AS
Farthing, OE
Farthingale, OE
Fasces, L
Fascia, L
Fasciate, Fasciated, L
Fascicle, L
Fasciculus, L
Fascinate, L
Fascination, L
Fascine, F
Fascinous, L
Fasciole, L
Fashion, OE
Fast, AS
Fast, OE
Fast, OE
Fast, OE
Fasten, AS
Fasti, L
Fastidious, L
Fastigiate, Fastigiated, L
Fastness, AS
Fastuous, L
Fat, AS
Fat, OE
Fatal, L
Fatality, L
Fate, L
Fate, L
Father, OE
Fatidical, L
Fatiferous, L
Fatigable, L
Fatigate, L
Fatigation, L
Fatigue, F
Fatiloquist, L
Fatiscence, L
Fatuity, L
Fatuous, L
Faubourg, F
Faucal, L
Fauces, L
Faucet, F
Fault, OE
Faun, L
Faunus, L
Fausse-braye, F
Fauteuil, F
Fautor, L
Fautress, L
Fauvette, F
Faux, L
faux pas, F
Favaginous, L
Faveolate, L
Favillous, L
Favonian, L
Favorable, F
Favose, L
Favus, L
Fawn, OE
Faxed, AS
Fay, F
Fay, OE
Fealty, OE
Fear, OE
Fear, OE
Feasible, F
Feast, OE
Feast, OE
Feat, OE
Feat, F
Feather, OE
Feature, OE
Febricitate, L
Febriculose, L
Febrifacient, L
Febriferous, L
Febrific, L
Febrifuge, L
Febrile, F
February, L
Februation, L
Fecial, L
Fecula, L
Feculence, L
Feculent, L
Fecund, L
Fecundate, L
Fecundity, L
Federal, L
Federate, L
Fedity, L
Fee, OE
Feeble, OE
Feed, AS
Feel, AS
Feign, OE
Feint, F
Feint, F
Fele, AS
Fe-licify, L
Felici-tate, L
Felicity, OE
Feline, L
Felis, L
Fell, OE
Fell, AS
Fell, AS
Fel-liflu-ous, L
Fellinic, L
Fellow, OE
Felly, OE
Felo-de-se, LL
Felon, OE
Felony, OE
Felt, AS
Female, OE
Femi-nate, L
Femi-nei-ty, L
Feminine, L
Femme, F
Femme, F
Femoral, L
Femur, L
Fen, AS
Fenerate, L
Feneration, L
Fenes-tella, L
Fenestra, L
Fenestral, L
Fenestrate, L
Fenestrule, L
Fennel, AS
Fenny, AS
Fenowed, AS
Fenugreek, L
Feoff, OE
Feracious, L
Feracity, L
Fer\'91, L
Fer\'91 natur\'91, L
Feral, L
Feral, L
Fer-de-lance, F
Ferdness, OE
Fere, OE
Feretory, L
Ferial, LL
Feriation, L
Ferine, L
Ferity, L
Ferly, AS
Fermacy, OE
Ferment, L
Ferment, L
Fern, AS
Fern, AS
Ferocious, L
Ferocity, L
Ferous, L
-ferous, L
Ferrandine, F
Ferrary, L
Ferrate, L
Ferreous, L
Ferret, F
Ferret, F
Ferric, L
Ferriferous, L
Ferrotype, L
Ferruginous, L
Ferrugo, L
Ferruminate, L
Ferrumination, L
Ferry, OE
Ferry, OE
Fertile, L
Fertility, L
Ferula, L
Ferulaceous, L
Ferule, L
Fervent, F
Fervescent, L
Fervid, L
Fescennine, L
Fescue, OE
Fessitude, L
Festal, L
Fester, OE
Festinate, L
Festination, L
Festive, L
Festivity, L
Festoon, F
Festucine, L
Fet, OE
Fetch, OE
F\'88te, F
F\'88te, F
Fetich, Fetish, F
Fetid, L
Fetlock, OE
Fetor, L
Fetter, AS
Fettle, OE
Fetus, L
Feud, OE
Feud, LL
Feudal, F
Feudary, LL
Feudataty, LL
Feu de joie, F
Feuillemort, F
Feuilleton, F
Feuilltonist, F
feuter, OE
Fever, OE
Feverfew, AS
Few, OE
Fey, AS
Fez, F
Fiacre, F
Fiance, F
Fianc\'82, F
Fianc\'82e, F
Fiants, F
Fiat, L
Fiber, Fibre, F
Fibriform, L
Fibril, F
Fibrocartilage, L
Fibrochondrosteal, L
Fibroid, L
Fibroin, L
Fibrolite, L
Fibrovascular, L
Fibula, L
Fichu, F
Fickle, OE
Fictile, L
Fiction, F
Fictitious, L
Fictor, L
Ficus, L
Fiddle, OE
Fiddler, AS
Fidejussion, L
Fidejussor, L
Fidelity, L
Fides, L
Fidicinal, L
Fiducial, L
Fidiciary, L
Fie, OE
Fief, F
Field, OE
Fieldfare, OE
Fiend, OE
Fiendly, AS
Fierce, OE
Fieri facias, L
Fife, F
Fifteen, OE
Fifteenth, OE
Fifth, OE
Fiftieth, AS
Fifty, AS
Fig, F
Fight, OE
Fight, OE
Fighter, AS
Figment, L
Figulate, Figulated, L
Figuline, F
Figurable, L
Figurant, F
Figurante, F
Figurate, L
Figuration, L
Figurative, L
Figure, F
Figure, F
Figurine, F
Filaceous, L
Filacer, OE
Filament, F
Filanders, F
Filar, L
Filatory, LL
Filature, LL
File, F
File, AS
File, OE
Filial, L
Filiation, LL
Filicic, L
Filicide, L
Filiciform, L
Filicoid, L
Filiety, L
Filiferous, L
Filiform, L
Filipendulous, L
Fill, OE
Fill, AS
Fillet, OE
Film, AS
Filoplume, L
Filose, L
Filter, F
Filth, OE
Fimbria, L
Fimbriate, L
Fin, OE
Final, F
Finality, L
Finance, F
Finch, AS
Find, AS
Findy, AS
Fine, F
Fine, OE
Finesse, F
Finger, AS
Finial, L
Finific, L
Finis, L
Finish, F
Finite, L
Finitude, L
Fire, OE
Firedrake, AS
Firestone, AS
Firm, OE
Firm, OE
Firmament, L
Firmitude, L
Firmity, L
First, OE
Fisc, F
Fiscal, F
Fish, F
Fish, OE
Fish, OE
Fisher, AS
Fissigemmation, L
Fissile, L
Fissilingual, L
Fission, L
Fissipalmate, L
Fissiparous, L
Fissure, L
Fist, OE
Fistuca, L
Fistula, L
Fistular, L
Fistulose, L
Fit, AS
Fit, OE
Fit, AS
Fithel, Fithul, OE
Five, OE
Fix, OE
Fixure, L
Flabel, L
Flabellate, L
Flabelliform, L
Flabellinerved, L
Flabellum, L
Flabile, L
Flaccid, L
Flacker, OE
Flagellant, L
Flagellate, L
Flagellation, L
Flagelliform, L
Flagellum, L
Flageolet, F
Flagitate, L
Flagitation, L
Flagitious, L
Flagon, F
Flagrancy, L
Flagrant, L
Flagrate, L
Flail, L
Flambeau, F
Flamboyant, F
Flamboyer, F
Flame, OE
Flame, OE
Flamen, L
Flammeous, L
Flammiferous, L
Flammivomous, L
Flammulated, L
Flanconade, F
Flaneur, F
Flank, F
Flanel, F
Flap, OE
Flash, OE
Flask, AS
Flative, L
Flatter, OE
Flattery, OE
Flatulent, L
Flatus, L
Flavaniline, L
Flavescent, L
Flavicomous, L
Flavin, L
Flavol, L
Flavous, L
Flaw, OE
Flax, AS
Flay, OE
Flea, OE
Fleam, F
Fl\'8ache, F
Fledge, OE
Flee, OE
Fleece, OE
Fleer, OE
Fleet, OE
Fleet, OE
Fleet, AS
Fleet, AS
Fleme, AS
Flesh, OE
Fleshly, AS
Fleshmonger, AS
Fletch, F
Fletiferous, L
Fleur-de-lis, F
Fleury, F
Flex, L
Flexanimous, L
Flexibility, L
Flexible, L
Flexicostate, L
Flexile, L
Flexion, L
Flexuous, L
Flexure, L
Flibustier, F
Flicker, OE
Flight, AS
Flindermouse, OE
Fling, OE
Flint, AS
Flit, OE
Flitch, OE
Flite, AS
Flo, AS
Float, OE
Float, OE
Floccillation, L
Floc/cose, L
Floccus, L
Flock, AS
Flock, OE
Flockmel, AS
Flood, OE
Floor, AS
Flora, L
Floral, L
Floramour, L
Flor\'82al, F
Floren, LL
Florentine, L
Florescent, L
Floret, F
Floriage, L
Floricmous, L
Floriculture, L
Florid, L
Floriferous, L
Florification, L
Floriform, L
Florilege, L
Florin, F
Floroon, F
Florulent, L
Floscule, L
Flos-ferri, L
Flotsam, Flotson, F
Flour, F
Flourish, OE
Flow, AS
Flower, OE
Fluctiferous, L
Fluctisonous, L
Fluctuant, L
Fluctuate, L
Fluctuation, L
Fluency, L
Fluent, L
Fluid, L
Fluminous, L
Fluor, L
Fluor albus, L
Flute, OE
Flute, OE
Fl\'96te \'85 bec, F
Fluvial, L
Fluviatic, L
Fluviatile, L
Fluvio-marine, L
Flux, L
Flux, L
Fluxile, L
Fluxure, L
Fly, OE
Fly, OE
Fnese, AS
Foal, OE
Foam, OE
Foam, AS
Focillate, L
Focus, L
Fodder, AS
Fodient, L
Foe, OE
Foeman, AS
Foil, F
Foil, OE
Foin, F
Foin, OE
Foison, F
Fold, OE
Fold, OE
Foliaceous, L
Foliate, L
Foliature, L
Foliferous, L
Foliose, L
Folium, L
Folk, Folks, AS
Folkland, AS
Folkmote, AS
Follicle, L
Folliculous, L
Follow, OE
Follower, OE
Folly, OE
Foment, F
Fomes, L
Fonde, AS
Fondus, F
Font, F
Font, AS
Fontanel, F
Fontanelle, F
Fontange, F
Food, OE
Fool, OE
Foot, OE
Fop, OE
For-, AS
For, AS
For, AS
Foralite, L
Foramen, L
Foraminated, L
Foraminous, L
Forbear, OE
Forbid, OE
Force, F
Forceps, L
Ford, AS
Fordo, OE
Fore, AS
Fore, AS
Forebode, AS
Foreclose, F
Forefend, OE
Forego, AS
Foreign, OE
Forel, OE
Foremost, OE
Forensic, L
Foresay, AS
Foresee, AS
Foreshow, AS
Forestall, OE
Forester, F
Foretoken, AS
Foretoken, AS
Forewite, AS
Forfeit, OE
Forfeit, F
Forfeit, OE
Forfeiture, F
Forfex, L
Forficate, L
Forficula, L
Forge, F
Forge, F
Forget, OE
Forgive, OE
Forgiveness, AS
Forgo, OE
Forinsecal, L
Forisfamiliate, LL
Fork, AS
Forleave, OE
Forlese, OE
Forlet, OE
Forlorn, OE
Form, OE
Form, F
Formal, L
Formation, L
Forme, OE
Formeret, F
Formic, L
Formica, L
Formicary, LL
Formicate, L
Formication, L
Formidable, L
Formidolose, L
Formula, L
Formule, F
Forncast, OE
Fornicate, Fornicated, L
Fornicate, L
Fornication, F
Fornicator, F
Fornix, L
Forray, OE
Forsake, AS
Forsay, AS
Forsooth, AS
Forspent, AS
Forswear, OE
Fort, F
Fortalice, LL
Forth, AS
Forth, OE
Forthy, AS
Fortieth, AS
Fortification, L
Fortify, F
Fortin, F
Fortitude, L
Fortress, F
Fortuitous, L
Fortunate, L
Fortune, F
Forty, OE
Forum, L
Forward, OE
Forward, Forwards, AS
Foryelde, AS
Fossa, L
Fosse, F
Fossette, F
Fossil, L
Fossorial, L
Fossulate, L
Foster, OE
Foster, AS
Fosterling, AS
Fother, OE
Fotive, L
Foul, OE
Foulard, F
Foulder, OE
Foulness, AS
Foumart, OE
Found, F
Found, F
Foundation, F
Foundery, F
Foundling, OE
Founttain, F
Four, OE
Fourb, Fourbe, F
Fourch\'82, F
Fourchette, F
Fourfold, AS
Fourgon, F
Fourneau, F
Fourrier, F
Fourteen, OE
Fourth, OE
Fouter, F
Fovea, L
Foveate, L
Fowl, OE
Fox, AS
Fracas, F
Fracid, L
Fract, L
Foy, F
Foyer, F
Fra, OE
Fraction, F
Fracture, L
Fr\'91num, &or; Frenum, L
Fragile, L
Fragility, L
Fragment, L
Fragor, L
Fragrance, Fragrancy, L
Frail, OE
Frail, OE
Frailty, OE
Fraise, F
Framb\'91sia, F
Frame, OE
Franc, F
Franchise, F
Franciscan, LL
Francolin, F
Frangent, L
Frangipane, F
Frank, F
Frankalmoigne, F
Franklin, OE
Frantic, OE
Frater, L
Fraternal, F
Fraternity, F
Fratery, L
Fratrage, L
Fratricide, L
Fratricide, L
Fraud, F
Fraudulence; 135, Fraudulency, L
Fraudulent, L
Fraught, OE
Fraxinus, L
Fred, AS
Free, OE
Free, OE
Freedom, AS
Freely, AS
Freeman, AS
Freeze, OE
Freight, F
Fremd, Fremed, OE
Fren, OE
French, AS
Frenum, L
Frenzy, OE
Frequency, L
Frequent, L
Frequent, L
Frequentation, L
Frequentative, L
Fr\'8are, F
Fresh, OE
Freshet, OE
Fret, OE
Fret, OE
Fret, F
Friborg, Friborgh, AS
Fricandeau, Fricando, F
Fricassee, F
Frication, L
Ftiction, L
Friday, AS
Fridge, AS
Fridstol, Frithstool, AS
Friendless, AS
Friendly, AS
Friendship, AS
Frieze, F
Frigate, F
Frigefaction, L
Frigerate, L
Fright, OE
Fright, OE
Frigid, L
Frigidarium, L
Prigidity, L
Frigorific, Frigorifical, L
Frimaire, F
Fripper, F
Frippery, F
Friseur', F
Frisket, F
Frist, OE
Frisure, F
Frit, F
Frith, OE
Frith, OE
Frivolous, L
Frizette, F
